FMEL_UPD_D,Feature ID,Geometry Type,INC_CRC,Name,Point Order,SUBID,Sub Feature ID,X,X_COORD,Y,Y_COORD,address_type,blk_no,building,clinic_programme_code,floor_no,hci_code,hci_name,hci_tel,licence_type,postal,street_name,unit_no
20210926121846,24,Point,22311F1A099EF425,kml_25,0,24_0,24,103.810424079321,25452.02173356,1.27406230421394,28504.8684294,A,65,BLANGAH VIEW,"CDMP,CHAS,ISP",01,21M0039,BLISS MEDICAL CLINIC,69299026,MC,100065,TELOK BLANGAH DRIVE,158
20210926121846,25,Point,22CEDAA5A17FCAB7,kml_26,0,25_0,25,103.908688936297,36387.94222808,1.33141324887407,34846.55729474,A,117,,"CDMP,CHAS,ISP",01,9403684,BOK FAMILY CLINIC  PTE LTD,67478200,MD,470117,BEDOK RESERVOIR ROAD,58
20210926121846,26,Point,A1347A0E726F26C5,kml_27,0,26_0,26,103.870914031071,32184.01334321,1.31423937057055,32947.46127392,A,11,,"CDMP,CHAS,ISP",01,9402579,BOON KENG CLINIC & SURGERY,67465456,MC,380011,UPPER BOON KENG RD,919
20210926121846,27,Point,40746D8A9A8D3902,kml_28,0,27_0,27,103.712430373584,14546.46668567,1.34633552468211,36496.79158791,A,221,BOON LAY SHOPPING CENTRE,"CDMP,CHAS",01,9400128,BOON LAY CENTRAL CLINIC,62655996,MD,640221,BOON LAY PLACE,242
20210926121846,28,Point,42D2DC962E557B5A,kml_29,0,28_0,28,103.84907733333,29753.77404795,1.34841689766539,36726.61133352,A,501,,CHAS,01,18M0380,DA Clinic @ Bishan,31650140,MC,570501,BISHAN STREET 11,374
20210926121846,29,Point,C59A5D1A653056BD,kml_30,0,29_0,29,103.844748631654,29272.03220912,1.35891907140489,37887.8853883,A,283,,"CDMP,CHAS,ISP",01,20M0355,1 BISHAN MEDICAL,,MC,570283,BISHAN STREET 22,191
20210926121846,30,Point,010CADA38BB3F4CF,kml_31,0,30_0,30,103.854644986918,30373.37795651,1.36271541943285,38307.67374948,A,410,TECK GHEE SQUARE,CHAS,01,19M0105,1 MEDICAL TECK GHEE,62517030,MC,560410,ANG MO KIO AVENUE 10,837
20210926121846,31,Point,19FC221AA3E09C1A,kml_32,0,31_0,31,103.936865404289,39523.69489874,1.33143367986449,34848.93024413,A,115,,"CDMP,CHAS",01,9400001,115 EASTPOINT CLINIC & SURGERY,64410180,MC,460115,BEDOK NORTH RD,301
20210926121846,32,Point,D022E321F421EC35,kml_33,0,32_0,32,103.861087462865,31090.40397139,1.31942539044681,33520.89049554,A,101,,"CDMP,CHAS,ISP",01,9400002,18 CLINIC,62999750,MC,322101,TOWNER ROAD,228
20210926121846,33,Point,DCC372E6080C37A9,kml_34,0,33_0,33,103.846558024961,29473.43800609,1.28883856203064,30138.74308924,B,8,THE CENTRAL,"CDMP,CHAS",14,14M0337,"1Aesthetics, Medical & Surgery",66125173,MC,059818,EU TONG SEN STREET,90
20210926121846,34,Point,44E2CB11318D586B,kml_35,0,34_0,34,103.711680539551,14463.03668124,1.34967447000568,36866.00009008,A,216,MULTI STOREY CAR PARK,"CDMP,CHAS,ISP",01,20M0353,216 Procross Medical Clinic,,MC,640216,BOON LAY AVENUE,03
20210926121846,35,Point,72364723E3612491,kml_36,0,35_0,35,103.848986957423,29743.70510049,1.3638957019431,38438.17845933,A,338,,"CDMP,CHAS",01,9402662,338 FAMILY CLINIC,64549408,MD,560338,ANG MO KIO AVE 1,1615
20210926121846,36,Point,C6392818745770B3,kml_37,0,36_0,36,103.721439265798,15549.09915507,1.35422127854078,37368.7117999,A,405,HONG KAH COURT,"CDMP,CHAS,ISP",01,21M0064,405 Procross Medical Clinic,,MC,640405,JURONG WEST STREET 42,K1
20210926121846,37,Point,376307686CC15F35,kml_38,0,37_0,37,103.725202727272,15967.92793037,1.35372257135121,37313.5481877,A,411,,"CDMP,CHAS,ISP",01,21M0056,411 Procross Medical Clinic,,MC,640411,JURONG WEST STREET 42,K1
20210926121846,38,Point,F69154209CB5F463,kml_39,0,38_0,38,103.835703280699,28265.38299667,1.41873530076837,44502.05778168,A,618,,"CDMP,CHAS,ISP",01,21M0013,57 MEDICAL CLINIC (YISHUN),62353490,MC,760618,YISHUN RING ROAD,3238
20210926121846,39,Point,62BAF49AA520B0EF,kml_40,0,39_0,39,103.869147756879,31987.42905444,1.3235378064709,33975.63193083,A,57,,"CDMP,CHAS,ISP",01,20M0117,57 Medical Clinic (Geylang Bahru),66947078,MC,330057,GEYLANG BAHRU,3505
20210926121846,40,Point,84A81A92884F5921,kml_41,0,40_0,40,103.906754510622,36172.75708286,1.30173721640039,31565.12493952,A,86,,"CDMP,CHAS",01,9400006,81 FAMILY CLINIC,63466768,MC,440086,MARINE PARADE CENTRAL,670
20210926121846,41,Point,45465B70381B5FE5,kml_42,0,41_0,41,103.79531438351,23770.71393482,1.43712301469225,46535.3137346,B,888,888 PLAZA,"CDMP,CHAS",01,9405507,888 PLAZA FAMILY CLINIC,63688762,MC,730888,WOODLANDS DRIVE 50,739
20210926121846,42,Point,FCCD70EB99CBF806,kml_43,0,42_0,42,103.79045407864,23229.82361293,1.43106395467045,45865.34272069,A,570B,,"CDMP,CHAS",01,13C0067,A & A Clinic,63390883,MD,732570,WOODLANDS AVENUE 1,07
20210926121846,43,Point,3F1CCCBC74F1F218,kml_44,0,43_0,43,103.844160709873,29206.6219764,1.3207051098625,33662.3806674,B,10,NOVENA MEDICAL CENTER,"CDMP,CHAS",09,9400096,A LIFE CLINIC PTE LTD,67372283,MC,307506,SINARAN DRIVE,21
20210926121846,44,Point,2634D24B046B50DA,kml_45,0,44_0,44,103.840001188467,28743.72095858,1.27742654256439,28876.85813552,A,1,EVERTON PARK,"CDMP,CHAS,ISP",01,19M0213,A MEDICAL CLINIC,62262066,MC,081001,EVERTON PARK,27
20210926121846,45,Point,7350A6628C6730A6,kml_46,0,45_0,45,103.856047008296,30529.40105861,1.36785888235033,38876.41312863,A,449,,CHAS,01,19M0120,A+FFORDABLE CLINIC (AMK AVE 10),69638987,MC,560449,ANG MO KIO AVENUE 10,1715
20210926121846,46,Point,A24AA09ED5A018A1,kml_47,0,46_0,46,103.885679159796,33827.09177047,1.37297840263115,39442.55542398,A,681,,"CDMP,CHAS",01,15M0045,A+FFORDABLE CLINIC (HOUGANG),65849388,MC,530681,HOUGANG AVENUE 8,829
20210926121846,47,Point,C2DD3F23F553DB30,kml_48,0,47_0,47,103.930036524412,38763.72258006,1.32856421162809,34531.60781581,A,418,LINEAR GREEN @ BEDOK,"CDMP,CHAS,ISP",01,19M0185,A1 Medical Clinic,64930198,MC,460418,BEDOK NORTH AVENUE 2,63
20210926121846,48,Point,F55D7BD64A4BF9FC,kml_49,0,48_0,48,103.837359158655,28449.67996718,1.30139880199722,31527.58616236,B,1,ORCHARD BUILDING,CHAS,06,16M0198,ACMS MEDICAL CLINIC,62625052,MC,239693,GRANGE ROAD,06
20210926121846,49,Point,BC234EA2A7D40739,kml_50,0,49_0,49,103.852130314178,30093.59064292,1.28385576222736,29587.77473949,B,24,CLIFFORD CENTRE,"CDMP,CHAS,ISP",02,9405222,ACUMED MEDICAL GROUP,65327766,MC,048621,RAFFLES PLACE,05
20210926121846,50,Point,A09496934CE3EEF2,kml_51,0,50_0,50,103.706685012636,13907.03052828,1.33945271688955,35735.75646952,B,1,JURONG POINT SHOPPING CENTRE JP1,"CDMP,CHAS",B1A,9405234,ACUMED MEDICAL GROUP,67923822,MC,648886,JURONG WEST CENTRAL 2,19E
20210926121846,51,Point,2C40F0316F382386,kml_52,0,51_0,51,103.742787643586,17924.79923637,1.32113896653504,33710.53527395,A,38,,"CDMP,CHAS",01,9405235,ACUMED MEDICAL GROUP,65619366,MC,600038,TEBAN GARDENS ROAD,318/319
20210926121846,52,Point,0F9E52D3DA889557,kml_53,0,52_0,52,103.782059433299,22295.64224924,1.43794381737826,46626.10279391,A,111,,"CDMP,CHAS,ISP",01,9405237,ACUMED MEDICAL GROUP,63627789,MC,730111,WOODLANDS STREET 13,78
20210926121846,53,Point,6EF9743A3B69080C,kml_54,0,53_0,53,103.722451247982,15661.61193978,1.33237347600046,34952.88381812,A,64,,"CDMP,CHAS,ISP",01,9405239,ACUMED MEDICAL GROUP,62656422,MC,610064,YUNG KUANG ROAD,107/111
20210926121846,54,Point,8F6F9FD9444739D7,kml_55,0,54_0,54,103.652226413178,7846.169499,1.31715448633568,33270.50056766,B,71,TUAS AMENITY CENTRE,"CDMP,CHAS",01,9405240,ACUMED MEDICAL GROUP,68615996,MC,639591,PIONEER ROAD,06
20210926121846,55,Point,5359FC6886004E7E,kml_56,0,55_0,55,103.66095280564,8817.36987804,1.32148166492796,33748.91105166,B,14,JTC Space @ Tuas,CHAS,01,19M0060,ACUMED MEDICAL GROUP,65639363,MC,639499,TUAS AVENUE 1,05
20210926121846,56,Point,05CC5900A9CE1031,kml_57,0,56_0,56,103.934649103244,39276.96549,1.34841976695403,36727.15748902,A,821,,"CDMP,CHAS,ISP",01,9400018,ADIDAH FAMILY CLINIC & SURGERY,67845435,MC,520821,TAMPINES ST 81,210
20210926121846,57,Point,3897978384308C56,kml_58,0,57_0,57,103.80376495913,24711.13531577,1.43808788035983,46641.98982293,A,693,,CHAS,01,19M0121,ADMIRALTY FAMILY MEDICAL CLINIC,69048894,MC,730693,WOODLANDS AVENUE 6,08
20210926121846,58,Point,2656ABD6C70E2737,kml_59,0,58_0,58,103.901953041118,35638.3084538,1.33068802483318,34766.34380841,,301,,"CDMP,CHAS",01,9402738,ADVANCE CLINIC & SURGERY PTE LTD,67421156,MC,400301,UBI AVE 1,269
20210926121846,59,Point,A082229979E91C4E,kml_60,0,59_0,59,103.877933381804,32965.02908408,1.39807105477126,42217.15689947,A,467B,,"CDMP,CHAS,ISP",01,16M0147,AE Medical Clinic,68162900,MC,792467,FERNVALE LINK,529
20210926121846,60,Point,4840E6B30E7381AC,kml_61,0,60_0,60,103.925307290309,38237.39524452,1.33131386611754,34835.63076449,A,539,,"CDMP,CHAS,ISP",01,20M0072,AIDAN MEDICAL CLINIC,69707820,MC,460539,BEDOK NORTH STREET 3,623
20210926121846,61,Point,8770BF6F3957EAF5,kml_62,0,61_0,61,103.810971835617,25513.0007032,1.29270252663114,30566.00749106,A,57,,"CDMP,CHAS",02,9403468,ALEXANDRA FAMILY CLINIC & SURGERY,64797022,MC,142057,DAWSON ROAD,02
20210926121846,62,Point,3F5EC8D62726CBFD,kml_63,0,62_0,62,103.907742997146,36282.66464167,1.33269651937702,34988.45169552,A,652,,"CDMP,CHAS,ISP",01,9404623,ALLIANCE CLINIC AND PARTNERS PTE LTD,68469585,MC,410652,JALAN TENAGA,50
20210926121846,63,Point,AC594A210FA349D2,kml_64,0,63_0,63,103.819135632329,26421.5705098,1.30847204130269,32309.71273823,B,9,BOTANIC GARDENS VIEW,"CDMP,CHAS",01,16M0095,AMDA International Peace Clinic,66941661,MC,257720,TAMAN SERASI,11
20210926121846,64,Point,41CB84DFA97815D5,kml_65,0,64_0,64,103.75069463099,18804.9118111,1.35925940880518,37925.672484,A,371,,"CDMP,CHAS,ISP",01,9400036,AMITY MEDICAL CLINIC & DENTAL SURGERY,65609292,MC,650371,BT BATOK ST 31,314
20210926121846,65,Point,F3CB80E5C1A72D72,kml_66,0,65_0,65,103.846448306321,29461.17789875,1.37278358502024,39420.95367856,A,726,,"CDMP,CHAS",01,9403568,AMK FAMILY CLINIC PTE LTD,64544204,MC,560726,ANG MO KIO AVENUE 6,4148
20210926121846,66,Point,582F858AE8AFD4BB,kml_67,0,66_0,66,103.845703844549,29378.34774523,1.33864901778038,35646.52690754,A,123,,"CDMP,CHAS",01,9400011,AMPM FAMILY CLINIC & SURGERY PTE. LTD.,62530917,MC,310123,TOA PAYOH LOR 1,521
20210926121846,67,Point,9E634C64E34C19AF,kml_68,0,67_0,67,103.839395071325,28676.23854942,1.37530562129984,39699.82447759,A,157,,"CDMP,CHAS",01,9400046,ANG MO KIO MEDICAL CENTRE,64570273,MC,560157,ANG MO KIO AVE 4,558
20210926121846,68,Point,EC26CCE6189FF482,kml_69,0,68_0,68,103.883338697356,33566.75611609,1.31592240672591,33133.58709654,B,78,,"CDMP,CHAS",,9404168,ANSARI FAMILY CLINIC & SURGERY,67430714,MC,388259,LORONG  25A GEYLANG ROAD,
20210926121846,69,Point,DBAA8CFFAA2AF13B,kml_70,0,69_0,69,103.835446503405,28236.80771967,1.41562517359593,44158.155584,A,844,,"CDMP,CHAS",01,9400054,APEX CLINIC & SURGERY,67535621,MC,760844,YISHUN ST 81,162
20210926121846,70,Point,9A80960F64B67190,kml_71,0,70_0,70,103.774636554647,21469.56650047,1.42992991950792,45739.98574737,A,306,,"CDMP,CHAS",01,9400053,APEX CLINIC & SURGERY,63677710,MC,730306,WOODLANDS ST 31,39
20210926121846,71,Point,BFDEE0FA628ABB29,kml_72,0,71_0,71,103.691459639169,12212.6174493,1.34138531152671,35949.54641203,A,960,,"CDMP,CHAS",01,9400055,APEX MEDICAL CENTRE (JURONG) PTE LTD,67912292,MC,640960,JURONG WEST ST 92,172
20210926121846,72,Point,1AB3F8045B6E85C2,kml_73,0,72_0,72,103.851478219833,30020.99908892,1.30758123998287,32211.21533152,A,668,,"CDMP,CHAS",01,9404921,APOLLO MEDICAL CENTRE,62962777,MC,210668,CHANDER ROAD,24
20210926121846,73,Point,130D3F502231CB1F,kml_74,0,73_0,73,103.751213742333,18862.68067946,1.35866916669752,37860.40454106,A,372,,"CDMP,CHAS",01,9405288,AR-Raudhah Medical Clinic and Surgery Pte Ltd,65677458,MC,650372,BUKIT BATOK STREET 31,386
20210926121846,74,Point,834F6AEF198342F3,kml_75,0,74_0,74,103.778972458718,21951.81239204,1.32044171174532,33633.31901417,B,2,,"CDMP,CHAS,ISP",01,9401662,ARCADIA CLINIC,64695122,MC,597626,PANDAN VALLEY,211
20210926121846,75,Point,4B9D5521375DC0D3,kml_76,0,75_0,75,103.831507365278,27798.42864182,1.30580981572661,32015.33310863,,350,SHAW HOUSE,"CDMP,CHAS,ISP",08,9402258,ASIAMEDIC WELLNESS ASSESSMENT CENTRE,67898888,MC,238868,ORCHARD ROAD,00
20210926121846,76,Point,C59A5D1AFA63C975,kml_77,0,76_0,76,103.844748631654,29272.03220912,1.35891907140489,37887.8853883,A,283,,"CDMP,CHAS,ISP",01,9404831,ASPEN CLINIC,64553829,MC,570283,BISHAN STREET 22,185
20210926121846,77,Point,07197CBFA9894FF8,kml_78,0,77_0,77,103.849538318462,29805.08345618,1.33889442806175,35673.66557523,A,94,,"CDMP,CHAS",01,9403516,ASSOCIATE DISPENSARIES,62562308,MC,310094,TOA PAYOH LOR 4,20
20210926121846,78,Point,032195739E13E768,kml_79,0,78_0,78,103.896729088429,35057.01433875,1.30288819409101,31692.36388527,B,370,,"CDMP,CHAS",,16M0340,ASSURANCE MEDICARE CLINIC AND SURGERY,63457810,MC,437127,TANJONG KATONG ROAD,
20210926121846,79,Point,AF6111DCA46E9B0F,kml_80,0,79_0,79,103.854594160953,30367.71076084,1.37380851529933,39534.29181064,A,532,CHENG SAN CENTRE,"CDMP,CHAS",01,13M0361,ATRIO FAMILY CLINIC (AMK) PTE. LTD.,64554282,MC,560532,ANG MO KIO AVENUE 10,2461
20210926121846,80,Point,28BEA17EEB4F0186,kml_81,0,80_0,80,103.803023755955,24628.43431574,1.28220135432784,29404.85108794,,180,"INTERLACE, THE","CDMP,CHAS",01,15M0364,Acacia Medical Clinic,98164823,MC,109684,DEPOT ROAD,07
20210926121846,81,Point,DB748EA9D355904E,kml_82,0,81_0,81,103.705927078822,13822.67550401,1.3386023887151,35641.7356976,B,301,BOON LAY MRT STATION,"CDMP,CHAS",01,9405241,AcuMed Medical Group,65159919,MC,649846,BOON LAY WAY,18/19
20210926121846,82,Point,01777069A1D435FA,kml_83,0,82_0,82,103.932493034946,39037.11941425,1.32587565153874,34234.33096507,A,214,,"CDMP,CHAS,ISP",01,9405242,AcuMed Medical Group,64438077,MC,460214,Bedok North Street 1,165
20210926121846,83,Point,8BF0EAB683848C59,kml_84,0,83_0,83,103.892787161386,34618.0791775,1.38977026270374,41299.33350436,A,215C,,CHAS,01,17M0142,AcuMed Medical Group,63850113,MC,543215,COMPASSVALE DRIVE,02
20210926121846,84,Point,40746D8A39F033BF,kml_85,0,84_0,84,103.712430373584,14546.46668567,1.34633552468211,36496.79158791,A,221,,"CDMP,CHAS,ISP",01,9400129,BOON LAY CLINIC & SURGERY,62655247,MC,640221,BOON LAY PLACE,240/244
20210926121846,85,Point,D0ECFA0B57FE8F90,kml_86,0,85_0,85,103.731255559658,16641.49559798,1.34404941870857,36243.90948505,A,350,,CHAS,01,19M0066,BOON LAY CORPORATION CLINIC,68994569,MC,600350,JURONG EAST AVENUE 1,1225
20210926121846,86,Point,EBB685C589C570A4,kml_87,0,86_0,86,103.886058091098,33869.38861414,1.32012887334325,33598.72295093,A,119,,"CDMP,CHAS,ISP",01,18M0176,BOSTON MEDICAL,68179036,MC,380119,ALJUNIED AVENUE 2,72
20210926121846,87,Point,35CD364D414F0E27,kml_88,0,87_0,87,103.749382188619,18658.80226064,1.3462486617594,36487.01400006,,207,,"CDMP,CHAS,ISP",01,9400137,BUKIT BATOK MEDICAL CLINIC,65603311,MC,650207,BUKIT BATOK ST 21,114
20210926121846,88,Point,038D531F89089887,kml_89,0,88_0,88,103.809058595403,25300.10766159,1.3245755173538,34090.36105837,B,621A,,"CDMP,CHAS,ISP",,9403518,BUKIT TIMAH CLINIC,64665458,MC,269731,BUKIT TIMAH ROAD,
20210926121846,89,Point,FE07344CF06AE629,kml_90,0,89_0,89,103.773237589356,21313.63187169,1.34055525010784,35857.38690923,B,80,,"CDMP,CHAS,ISP",,9400143,BUKIT TIMAH NAM SANG  CLINIC,64690760,MD,598591,JLN JURONG KECHIL,
20210926121846,90,Point,1A708E36C9E3A9A2,kml_91,0,90_0,90,103.786255228682,22762.28747717,1.30814746868332,32273.86781798,A,25,GHIM MOH VALLEY,"CDMP,CHAS,ISP",01,20M0248,Babysteps Medical,88391322,MC,270025,GHIM MOH LINK,10
20210926121846,91,Point,BDFADA14F5C9DCB0,kml_92,0,91_0,91,103.798140993881,24085.28700111,1.44562290748789,47475.18426852,A,768,Woodlands Mart,"CDMP,CHAS,ISP",02,9402787,Banyan Clinic Pte Ltd.,63652001,MC,730768,Woodlands Avenue 6,04
20210926121846,92,Point,D8B0520F38CB6B95,kml_93,0,92_0,92,103.827513018591,27353.89036223,1.28905789113721,30162.99234493,A,40,,"CDMP,CHAS",01,12C0244,Beo Crescent Clinic & Surgery,62750269,MC,160040,Beo Crescent,02
20210926121846,93,Point,7C704C4540CF8852,kml_94,0,93_0,93,103.859014406987,30859.71977216,1.29593189474123,30923.09790327,B,3,SUNTEC CITY MALL,"CDMP,CHAS",03,9405101,Bethesda Medical Centre,63378933,MD,038983,TEMASEK BOULEVARD,330
20210926121846,94,Point,40746D8AB499527B,kml_95,0,94_0,94,103.712430373584,14546.46668567,1.34633552468211,36496.79158791,A,221,BOON LAY SHOPPING CENTRE,"CDMP,CHAS",01,12C0252,Bless Medical Centre Pte Ltd,62664119,MD,640221,BOON LAY PLACE,108
20210926121846,95,Point,504663EF8BA2FAA8,kml_96,0,95_0,95,103.795295749273,23768.41838067,1.31113192555117,32603.85667105,B,6,HOLLAND VILLAGE,"CDMP,CHAS",,20M0250,Boey@Holland V Family Clinic,62357988,MC,277673,LORONG MAMBONG,
20210926121846,96,Point,CAA15791452211A4,kml_97,0,96_0,96,103.92930519829,38682.39910624,1.31316934216382,32829.31658602,B,108,,"CDMP,CHAS",,9402741,C & K FAMILY CLINIC PTE LTD,62429588,MD,455297,UPPER EAST COAST ROAD,
20210926121846,97,Point,1678EB41B052A017,kml_98,0,97_0,97,103.741742087355,17808.54269556,1.34634407478636,36497.59486993,A,177,,"CDMP,CHAS,ISP",01,9400151,C H TAN MEDICAL CLINIC & DENTAL SURGERY,65618712,MC,650177,BT BATOK WEST AVE 8,259
20210926121846,98,Point,4B295B7DE4961A13,kml_99,0,98_0,98,103.845737117486,29382.05076063,1.33833133425818,35611.39906609,A,125,,"CDMP,CHAS,ISP",01,9400154,C K TAN FAMILY CLINIC & SURGERY PTE LTD,62514438,MC,310125,TOA PAYOH LOR 1,537
20210926121846,99,Point,9E634C645BA4458C,kml_100,0,99_0,99,103.839395071325,28676.23854942,1.37530562129984,39699.82447759,A,157,,"CDMP,CHAS,ISP",01,9400160,C Y KOK CLINIC & SURGERY,64569983,MC,560157,ANG MO KIO AVE 4,562
20210926121846,100,Point,AA16708B9FEB2861,kml_101,0,100_0,100,103.886195689055,33884.69822084,1.32170328990751,33772.8143443,A,95,MACPHERSON VIEW,"CDMP,CHAS",01,17M0186,C3 Family Clinic @Aljunied Crescent,67422285,MC,380095,ALJUNIED CRESCENT,509
20210926121846,101,Point,AFB62F7982CC83C0,kml_102,0,101_0,101,103.886367847372,33903.73348338,1.37331270083797,39479.52207571,A,683,,"CDMP,CHAS",01,9402580,CARE MEDICAL PTE LTD,63872272,MD,530683,HOUGANG AVE 8,931
